condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡan,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjonen
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡas,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjones
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡa,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjone
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abasttonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abasttonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abasttonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastwenɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",abastonɡo,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",espekulunis,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",espekulusejs,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",espekulusis,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"('n', 'n', 'n')",espekultajs,abastjono
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbajs,kulebɾeajs
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbajs,kulebɾeajs
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbajs,kulebɾeajs
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbajs,kulebɾeajs
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbejs,kulebɾeajs
90L_10NL,3,90L_10NL_3_1,0,660,"(nan, nan, nan)",kulbeɾbejs,kulebɾeajs
